  dRA*cosD, d(DEC)/dt,  hEcl-Lon,hEcl-Lat,                r,       rdot,             delta,     deldot,       VmagSn,     VmagOb,     S-O-T,      PlAng,aid,RA_Hours,RA_Minutes,RA_Seconds,DEC_Degrees,DEC_Minutes,DEC_Seconds,Date
121.3279,-45.3304,145.3426,-2.8525,1.098161171,0.5740399,2.078868361,-0.8545304,25.5760064,54.2518229,9.6383,-1.05295,1.1,10,22,31.92,8,31,26.3,06-09-2016
121.244,-45.5936,146.1135,-2.8289,1.098469311,0.4930103,2.078345818,-0.9549085,25.5671494,54.2456677,9.7419,-1.03196,1.1,10,25,48.07,8,13,15.2,07-09-2016
121.1688,-45.8494,146.8839,-2.8049,1.098730638,0.4119341,2.077765498,-1.0546002,25.5596401,54.2407203,9.8458,-1.01068,1.1,10,29,3.94,7,54,57.8,08-09-2016
121.1024,-46.0979,147.654,-2.7804,1.098945128,0.3308189,2.077127811,-1.1535633,25.5534787,54.2370473,9.9501,-0.98913,1.1,10,32,19.56,7,36,34.4,09-09-2016
121.0452,-46.339,148.4237,-2.7554,1.099112761,0.2496726,2.076433188,-1.2517583,25.5486649,54.2347191,10.0546,-0.9673,1.1,10,35,34.94,7,18,5.1,10-09-2016
120.9973,-46.573,149.1933,-2.7298,1.099233521,0.168503,2.075682084,-1.3491495,25.5451988,54.2338137,10.1594,-0.9452,1.1,10,38,50.1,6,59,30.1,11-09-2016
120.959,-46.7998,149.9626,-2.7038,1.099307397,0.0873177,2.074874972,-1.4457089,25.5430804,54.2344203,10.2643,-0.92284,1.1,10,42,5.06,6,40,49.6,12-09-2016
120.9305,-47.0196,150.7319,-2.6774,1.099334381,0.0061245,2.074012337,-1.5414232,25.5423097,54.2366419,10.3694,-0.90021,1.1,10,45,19.84,6,22,3.7,13-09-2016
120.9122,-47.2324,151.5011,-2.6504,1.099314471,-0.075069,2.073094666,-1.636303,25.5428867,54.2405931,10.4747,-0.87733,1.1,10,48,34.47,6,3,12.6,14-09-2016
120.9044,-47.4384,152.2704,-2.623,1.099247669,-0.1562551,2.072122428,-1.7303942,25.5448113,54.246393,10.58,-0.8542,1.1,10,51,48.95,5,44,16.5,15-09-2016
120.9073,-47.6376,153.0397,-2.595,1.099133983,-0.237426,2.071096056,-1.8237843,25.5480835,54.2541502,10.6853,-0.83082,1.1,10,55,3.32,5,25,15.6,16-09-2016
120.9211,-47.8302,153.8092,-2.5666,1.098973422,-0.3185741,2.07001592,-1.916602,25.5527034,54.2639414,10.7907,-0.8072,1.1,10,58,17.61,5,6,10,17-09-2016
120.9461,-48.0161,154.5789,-2.5378,1.098766003,-0.3996917,2.068882305,-2.0090042,25.558671,54.2757911,10.8961,-0.78335,1.1,11,1,31.82,4,46,59.8,18-09-2016
120.982,-48.1953,155.3489,-2.5084,1.098511744,-0.4807709,2.067695406,-2.1011513,25.5659862,54.2896581,11.0015,-0.75926,1.1,11,4,46,4,27,45.3,19-09-2016
121.0287,-48.3679,156.1193,-2.4786,1.098210671,-0.5618039,2.066455327,-2.1931788,25.5746491,54.3054369,11.1068,-0.73495,1.1,11,8,0.16,4,8,26.5,20-09-2016
121.0859,-48.5336,156.8901,-2.4484,1.097862812,-0.642783,2.065162111,-2.2851745,25.5846597,54.3229743,11.212,-0.71041,1.1,11,11,14.32,3,49,3.6,21-09-2016
121.1532,-48.6923,157.6614,-2.4176,1.0974682,-0.7237002,2.063815764,-2.3771682,25.596018,54.3420941,11.3171,-0.68566,1.1,11,14,28.52,3,29,36.8,22-09-2016
121.2303,-48.844,158.4332,-2.3864,1.097026875,-0.8045476,2.062416293,-2.4691346,25.608724,54.3626208,11.4221,-0.6607,1.1,11,17,42.76,3,10,6.3,23-09-2016
121.3169,-48.9884,159.2056,-2.3548,1.096538878,-0.885317,2.06096373,-2.5610054,25.6227778,54.3843967,11.5268,-0.63553,1.1,11,20,57.08,2,50,32.2,24-09-2016
121.4128,-49.1255,159.9788,-2.3227,1.096004256,-0.9660005,2.059458158,-2.6526828,25.6381792,54.4072907,11.6313,-0.61015,1.1,11,24,11.49,2,30,54.7,25-09-2016
121.5178,-49.2551,160.7526,-2.2901,1.095423062,-1.0465898,2.057899723,-2.7440514,25.6549284,54.4312002,11.7356,-0.58458,1.1,11,27,26.01,2,11,14.1,26-09-2016
121.6318,-49.3771,161.5273,-2.2571,1.094795352,-1.1270766,2.056288637,-2.8349876,25.6730254,54.4560499,11.8395,-0.55881,1.1,11,30,40.65,1,51,30.5,27-09-2016
121.7548,-49.4914,162.3029,-2.2236,1.094121188,-1.2074526,2.054625186,-2.9253648,25.6924701,54.4817892,11.9431,-0.53285,1.1,11,33,55.45,1,31,44,28-09-2016
121.8867,-49.598,163.0795,-2.1897,1.093400637,-1.2877091,2.052909731,-3.015058,25.7132626,54.5083897,12.0463,-0.5067,1.1,11,37,10.42,1,11,54.9,29-09-2016
122.0277,-49.6968,163.857,-2.1553,1.09263377,-1.3678376,2.0511427,-3.1039462,25.7354028,54.535843,12.149,-0.48037,1.1,11,40,25.59,0,52,3.4,30-09-2016
122.1778,-49.7876,164.6357,-2.1205,1.091820662,-1.4478292,2.049324593,-3.1919155,25.7588907,54.5641578,12.2512,-0.45387,1.1,11,43,40.97,0,32,9.5,01-10-2016
122.337,-49.8705,165.4155,-2.0852,1.090961397,-1.5276752,2.047455971,-3.2788607,25.7837264,54.5933579,12.3528,-0.42719,1.1,11,46,56.58,0,12,13.6,02-10-2016
122.5057,-49.9453,166.1966,-2.0495,1.09005606,-1.6073664,2.045537452,-3.3646869,25.8099097,54.6234786,12.4538,-0.40035,1.1,11,50,12.46,0,7,44.2,03-10-2016
122.6839,-50.0121,166.9789,-2.0133,1.089104744,-1.6868936,2.04356971,-3.449309,25.8374406,54.654564,12.5542,-0.37335,1.1,11,53,28.62,0,27,43.8,04-10-2016
122.8717,-50.0707,167.7626,-1.9767,1.088107546,-1.7662474,2.04155346,-3.5326514,25.8663192,54.6866639,12.6539,-0.34619,1.1,11,56,45.08,0,47,44.8,05-10-2016
123.0694,-50.1211,168.5477,-1.9397,1.087064569,-1.8454183,2.039489463,-3.6146459,25.8965453,54.7198322,12.7528,-0.31888,1.1,12,0,1.87,-1,7,47.2,06-10-2016
123.2771,-50.1633,169.3344,-1.9022,1.085975921,-1.9243965,2.037378514,-3.6952296,25.9281188,54.7541264,12.8509,-0.29142,1.1,12,3,19.01,-1,27,50.7,07-10-2016
123.495,-50.1971,170.1226,-1.8643,1.084841716,-2.0031722,2.035221447,-3.774343,25.9610397,54.7896089,12.9481,-0.26383,1.1,12,6,36.52,-1,47,55.1,08-10-2016
123.7233,-50.2225,170.9125,-1.826,1.083662075,-2.081735,2.033019126,-3.851929,25.9953078,54.8263495,13.0445,-0.23611,1.1,12,9,54.42,-2,8,0.2,09-10-2016
123.9622,-50.2395,171.7041,-1.7872,1.082437123,-2.1600748,2.03077245,-3.9279349,26.030923,54.8644299,13.1399,-0.20826,1.1,12,13,12.74,-2,28,5.8,10-10-2016
124.2121,-50.248,172.4975,-1.748,1.081166992,-2.2381809,2.028482345,-4.0023162,26.0678851,54.9039474,13.2343,-0.18029,1.1,12,16,31.5,-2,48,11.8,11-10-2016
124.4731,-50.2479,173.2927,-1.7084,1.07985182,-2.3160426,2.026149758,-4.075045,26.1061939,54.9450189,13.3276,-0.15221,1.1,12,19,50.72,-3,8,17.8,12-10-2016
124.7457,-50.2392,174.0899,-1.6683,1.078491752,-2.3936487,2.023775644,-4.1461219,26.1458493,54.9877793,13.4199,-0.12402,1.1,12,23,10.43,-3,28,23.7,13-10-2016
125.0301,-50.2219,174.8891,-1.6278,1.077086938,-2.4709879,2.021360948,-4.215589,26.1868509,55.0323729,13.511,-0.09574,1.1,12,26,30.66,-3,48,29.3,14-10-2016
125.3268,-50.1959,175.6904,-1.5869,1.075637536,-2.5480488,2.018906576,-4.2835397,26.2291984,55.0789357,13.601,-0.06736,1.1,12,29,51.43,-4,8,34.3,15-10-2016
125.6359,-50.1611,176.4939,-1.5456,1.074143709,-2.6248193,2.016413364,-4.3501166,26.2728914,55.1275682,13.6897,-0.0389,1.1,12,33,12.77,-4,28,38.6,16-10-2016
125.9576,-50.1175,177.2996,-1.5038,1.07260563,-2.7012875,2.013882055,-4.4154948,26.3179297,55.1783085,13.7772,-0.01036,1.1,12,36,34.72,-4,48,42,17-10-2016
126.2917,-50.0647,178.1076,-1.4616,1.071023476,-2.7774408,2.011313291,-4.4798492,26.3643127,55.2311164,13.8635,0.01825,1.1,12,39,57.29,-5,8,44.3,18-10-2016
126.6379,-50.0027,178.918,-1.419,1.069397432,-2.8532664,2.00870762,-4.5433197,26.4120398,55.2858778,13.9484,0.04693,1.1,12,43,20.52,-5,28,45.2,19-10-2016
126.9959,-49.9311,179.7309,-1.376,1.067727693,-2.9287514,2.006065526,-4.6059867,26.4611106,55.3424281,14.032,0.07566,1.1,12,46,44.43,-5,48,44.5,20-10-2016
127.3654,-49.8495,180.5464,-1.3326,1.066014457,-3.0038822,2.003387467,-4.667864,26.5115244,55.4005835,14.1141,0.10444,1.1,12,50,9.04,-6,8,42,21-10-2016
127.7458,-49.7577,181.3644,-1.2887,1.064257935,-3.0786452,2.000673907,-4.728909,26.5632804,55.4601691,14.1949,0.13328,1.1,12,53,34.39,-6,28,37.4,22-10-2016
128.1369,-49.6553,182.1852,-1.2445,1.062458342,-3.1530262,1.997925351,-4.7890404,26.6163779,55.521035,14.2742,0.16215,1.1,12,57,0.49,-6,48,30.4,23-10-2016
128.5385,-49.542,183.0088,-1.1998,1.060615903,-3.2270106,1.995142355,-4.8481551,26.670816,55.583062,14.352,0.19105,1.1,13,0,27.37,-7,8,20.9,24-10-2016
128.9504,-49.4176,183.8352,-1.1547,1.058730852,-3.3005835,1.992325537,-4.9061409,26.7265937,55.6461599,14.4282,0.21998,1.1,13,3,55.06,-7,28,8.5,25-10-2016
129.3725,-49.2816,184.6646,-1.1092,1.05680343,-3.3737298,1.989475583,-4.9628848,26.78371,55.7102628,14.5028,0.24893,1.1,13,7,23.57,-7,47,52.9,26-10-2016
129.8047,-49.1339,185.497,-1.0634,1.054833889,-3.4464335,1.986593243,-5.0182754,26.8421636,55.7753239,14.5757,0.27789,1.1,13,10,52.93,-8,7,34,27-10-2016
130.247,-48.9742,186.3326,-1.0171,1.052822488,-3.5186787,1.983679329,-5.0722047,26.9019533,55.8413122,14.6469,0.30686,1.1,13,14,23.17,-8,27,11.3,28-10-2016
130.6993,-48.8023,187.1713,-0.9704,1.050769497,-3.5904487,1.980734715,-5.124568,26.9630776,55.9082097,14.7163,0.33583,1.1,13,17,54.32,-8,46,44.7,29-10-2016
131.1615,-48.6177,188.0134,-0.9234,1.048675196,-3.6617263,1.977760336,-5.175264,27.025535,55.9760106,14.7839,0.36479,1.1,13,21,26.39,-9,6,13.8,30-10-2016
131.6338,-48.4204,188.8588,-0.8759,1.046539874,-3.7324942,1.974757183,-5.2241952,27.0893239,56.0447201,14.8496,0.39374,1.1,13,24,59.41,-9,25,38.3,31-10-2016
132.1162,-48.21,189.7077,-0.8281,1.044363831,-3.8027342,1.971726302,-5.2712686,27.1544423,56.1143541,14.9133,0.42266,1.1,13,28,33.41,-9,44,57.9,01-11-2016
132.6086,-47.9862,190.5602,-0.7798,1.042147377,-3.8724279,1.968668792,-5.3163962,27.2208883,56.1849381,14.9751,0.45155,1.1,13,32,8.41,-10,4,12.3,02-11-2016
133.1112,-47.7489,191.4163,-0.7312,1.039890832,-3.9415561,1.9655858,-5.359495,27.2886597,56.2565063,15.0348,0.4804,1.1,13,35,44.44,-10,23,21.3,03-11-2016
133.6239,-47.4977,192.2762,-0.6822,1.03759453,-4.0100993,1.962478521,-5.4004872,27.3577542,56.329101,15.0924,0.50921,1.1,13,39,21.51,-10,42,24.3,04-11-2016
134.1469,-47.2324,193.1398,-0.6329,1.035258813,-4.0780374,1.959348194,-5.4392989,27.4281692,56.4027721,15.1478,0.53796,1.1,13,42,59.65,-11,1,21.2,05-11-2016
134.6802,-46.9528,194.0074,-0.5831,1.032884037,-4.1453495,1.956196098,-5.4758597,27.499902,56.4775783,15.201,0.56664,1.1,13,46,38.88,-11,20,11.5,06-11-2016
135.2239,-46.6585,194.879,-0.533,1.030470571,-4.2120144,1.953023553,-5.5101029,27.5729497,56.5535897,15.2519,0.59525,1.1,13,50,19.24,-11,38,55,07-11-2016
135.7782,-46.3493,195.7548,-0.4826,1.028018793,-4.2780102,1.949831914,-5.5419669,27.6473089,56.6308909,15.3005,0.62377,1.1,13,54,0.74,-11,57,31.2,08-11-2016
136.3432,-46.025,196.6347,-0.4318,1.025529097,-4.3433143,1.946622573,-5.5714001,27.7229763,56.709586,15.3467,0.6522,1.1,13,57,43.4,-12,15,59.8,09-11-2016
136.9191,-45.6853,197.5189,-0.3806,1.02300189,-4.4079035,1.943396943,-5.59837,27.7999482,56.7898015,15.3904,0.68054,1.1,14,1,27.25,-12,34,20.4,10-11-2016
137.5062,-45.3301,198.4076,-0.3291,1.02043759,-4.4717541,1.940156449,-5.6228755,27.8782206,56.8716849,15.4317,0.70876,1.1,14,5,12.33,-12,52,32.6,11-11-2016
138.1046,-44.959,199.3007,-0.2772,1.017836631,-4.5348415,1.936902505,-5.644961,27.9577892,56.9553959,15.4704,0.73686,1.1,14,8,58.65,-13,10,36.2,12-11-2016
138.7147,-44.5718,200.1985,-0.225,1.015199463,-4.5971404,1.933636481,-5.6647268,28.0386494,57.0410859,15.5065,0.76483,1.1,14,12,46.24,-13,28,30.6,13-11-2016
139.3364,-44.1684,201.1009,-0.1725,1.012526546,-4.658625,1.930359675,-5.6823265,28.1207963,57.1288685,15.54,0.79266,1.1,14,16,35.13,-13,46,15.5,14-11-2016
139.9698,-43.7483,202.0081,-0.1197,1.00981836,-4.7192687,1.927073286,-5.6979471,28.2042247,57.2187905,15.5708,0.82034,1.1,14,20,25.35,-14,3,50.6,15-11-2016
140.6145,-43.3113,202.9203,-0.0665,1.007075398,-4.779044,1.923778401,-5.7117744,28.2889289,57.3108151,15.599,0.84787,1.1,14,24,16.92,-14,21,15.4,16-11-2016
141.27,-42.857,203.8375,-0.013,1.00429817,-4.8379227,1.920476011,-5.7239565,28.3749028,57.4048288,15.6244,0.87523,1.1,14,28,9.86,-14,38,29.6,17-11-2016
141.9357,-42.3849,204.7597,0.0407,1.001487202,-4.895876,1.917167038,-5.7345794,28.4621401,57.5006669,15.647,0.90242,1.1,14,32,4.21,-14,55,32.6,18-11-2016
142.6111,-41.8945,205.6872,0.0948,0.998643036,-4.9528741,1.913852373,-5.7436637,28.5506339,57.5981478,15.6668,0.92942,1.1,14,35,59.96,-15,12,24.1,19-11-2016
143.2954,-41.3854,206.6201,0.1491,0.995766233,-5.0088865,1.910532914,-5.7511769,28.6403768,57.6971003,15.6837,0.95624,1.1,14,39,57.16,-15,29,3.6,20-11-2016
143.9882,-40.8571,207.5584,0.2038,0.992857373,-5.0638817,1.907209584,-5.7570523,28.7313611,57.7973792,15.6977,0.98286,1.1,14,43,55.82,-15,45,30.6,21-11-2016
144.689,-40.3092,208.5022,0.2587,0.98991705,-5.1178276,1.903883353,-5.7612069,28.8235784,57.898869,15.7088,1.00927,1.1,14,47,55.95,-16,1,44.7,22-11-2016
145.3973,-39.7414,209.4517,0.3138,0.986945882,-5.1706909,1.900555241,-5.7635534,28.9170198,58.0014805,15.7168,1.03546,1.1,14,51,57.58,-16,17,45.4,23-11-2016
146.1127,-39.1532,210.4069,0.3692,0.983944503,-5.2224378,1.897226317,-5.7640066,29.0116759,58.1051452,15.7219,1.06143,1.1,14,56,0.72,-16,33,32.2,24-11-2016
146.8349,-38.5442,211.3681,0.4249,0.980913567,-5.2730333,1.893897697,-5.7624854,29.1075368,58.2098086,15.7238,1.08717,1.1,15,0,5.39,-16,49,4.6,25-11-2016
147.5634,-37.9143,212.3352,0.4807,0.977853751,-5.3224417,1.890570544,-5.7589127,29.2045917,58.3154269,15.7226,1.11267,1.1,15,4,11.61,-17,4,22.2,26-11-2016
148.2979,-37.2629,213.3085,0.5368,0.97476575,-5.3706261,1.887246065,-5.7532138,29.3028294,58.4219639,15.7182,1.13791,1.1,15,8,19.39,-17,19,24.4,27-11-2016
149.038,-36.5898,214.288,0.5931,0.971650283,-5.417549,1.88392551,-5.7453149,29.4022378,58.5293906,15.7105,1.16289,1.1,15,12,28.74,-17,34,10.7,28-11-2016
149.7832,-35.8947,215.2738,0.6495,0.968508088,-5.4631716,1.880610169,-5.7351423,29.5028044,58.6376854,15.6995,1.18759,1.1,15,16,39.68,-17,48,40.6,29-11-2016
150.5333,-35.1774,216.2661,0.7062,0.965339929,-5.5074545,1.877301378,-5.7226224,29.6045156,58.7468357,15.6852,1.21202,1.1,15,20,52.21,-18,2,53.5,30-11-2016
151.2878,-34.4375,217.265,0.763,0.96214659,-5.5503569,1.874000513,-5.7076819,29.7073571,58.8568384,15.6675,1.23615,1.1,15,25,6.35,-18,16,49,01-12-2016
152.0464,-33.6749,218.2706,0.8199,0.958928882,-5.5918375,1.870708993,-5.6902495,29.8113138,58.9677014,15.6464,1.25998,1.1,15,29,22.11,-18,30,26.5,02-12-2016
152.8086,-32.8893,219.2831,0.877,0.955687637,-5.6318535,1.867428277,-5.6702565,29.9163698,59.0794438,15.6217,1.2835,1.1,15,33,39.48,-18,43,45.4,03-12-2016
153.5742,-32.0805,220.3024,0.9342,0.952423714,-5.6703616,1.864159863,-5.647638,30.0225082,59.1920968,15.5935,1.3067,1.1,15,37,58.48,-18,56,45.1,04-12-2016
154.3429,-31.2485,221.3289,0.9915,0.949137997,-5.7073171,1.860905285,-5.6223342,30.1297111,59.3057043,15.5617,1.32956,1.1,15,42,19.1,-19,9,25.2,05-12-2016
155.1142,-30.3929,222.3625,1.0489,0.945831395,-5.7426744,1.85766611,-5.5942912,30.2379598,59.4203248,15.5262,1.35207,1.1,15,46,41.36,-19,21,45,06-12-2016
155.888,-29.5138,223.4034,1.1063,0.942504846,-5.7763871,1.854443933,-5.5634642,30.3472342,59.5360338,15.4871,1.37423,1.1,15,51,5.25,-19,33,44,07-12-2016
156.6639,-28.611,224.4518,1.1637,0.939159312,-5.8084076,1.851240372,-5.529822,30.4575134,59.6529267,15.4442,1.39603,1.1,15,55,30.78,-19,45,21.6,08-12-2016
157.4418,-27.6844,225.5078,1.2212,0.935795785,-5.8386873,1.848057056,-5.493356,30.5687754,59.7711201,15.3976,1.41745,1.1,15,59,57.95,-19,56,37.2,09-12-2016
158.2214,-26.7342,226.5714,1.2787,0.932415285,-5.8671767,1.844895612,-5.4540916,30.6809968,59.8907497,15.3471,1.43848,1.1,16,4,26.76,-20,7,30.3,10-12-2016
159.0026,-25.7602,227.6428,1.3362,0.92901886,-5.8938254,1.841757636,-5.4121005,30.794153,60.0119592,15.2928,1.45912,1.1,16,8,57.21,-20,18,0.3,11-12-2016
159.7852,-24.7625,228.7222,1.3936,0.925607589,-5.9185818,1.838644671,-5.3675088,30.9082183,60.1348811,15.2346,1.47935,1.1,16,13,29.29,-20,28,6.6,12-12-2016
160.5688,-23.7413,229.8096,1.4509,0.922182578,-5.9413935,1.835558168,-5.3204942,31.0231654,60.259609,15.1725,1.49916,1.1,16,18,3.01,-20,37,48.7,13-12-2016
161.3528,-22.6964,230.9052,1.5081,0.918744968,-5.9622073,1.832499468,-5.2712667,31.1389659,60.3861716,15.1065,1.51854,1.1,16,22,38.36,-20,47,6.1,14-12-2016
162.1366,-21.6281,232.009,1.5652,0.915295927,-5.9809689,1.829469787,-5.2200381,31.2555896,60.5145187,15.0366,1.5375,1.1,16,27,15.33,-20,55,58.1,15-12-2016
162.9192,-20.5364,233.1214,1.6222,0.911836656,-5.9976233,1.826470226,-5.166989,31.3730052,60.6445272,14.9627,1.55601,1.1,16,31,53.91,-21,4,24.2,16-12-2016
163.6996,-19.4213,234.2422,1.6789,0.908368389,-6.0121146,1.823501796,-5.112248,31.4911796,60.776025,14.8848,1.57407,1.1,16,36,34.08,-21,12,23.8,17-12-2016
164.4767,-18.2831,235.3717,1.7355,0.904892392,-6.0243861,1.820565451,-5.0558879,31.6100781,60.9088201,14.8029,1.59167,1.1,16,41,15.83,-21,19,56.4,18-12-2016
165.2495,-17.1217,236.5101,1.7918,0.901409962,-6.0343805,1.817662117,-4.9979352,31.7296643,61.0427256,14.717,1.6088,1.1,16,45,59.14,-21,27,1.3,19-12-2016
166.0169,-15.9376,237.6573,1.8478,0.897922433,-6.0420397,1.814792714,-4.9383868,31.8499002,61.1775738,14.6271,1.62546,1.1,16,50,44,-21,33,38.1,20-12-2016
166.7781,-14.7308,238.8135,1.9035,0.894431169,-6.0473049,1.811958167,-4.877225,31.970746,61.3132195,14.5331,1.64164,1.1,16,55,30.38,-21,39,46.2,21-12-2016
167.532,-13.5019,239.9789,1.9589,0.89093757,-6.0501171,1.809159414,-4.814429,32.09216,61.4495382,14.4351,1.65732,1.1,17,0,18.26,-21,45,25.1,22-12-2016
168.2779,-12.251,241.1535,2.0139,0.88744307,-6.0504163,1.806397406,-4.7499804,32.2140987,61.5864198,14.333,1.67251,1.1,17,5,7.61,-21,50,34.2,23-12-2016
169.015,-10.9788,242.3375,2.0684,0.883949139,-6.0481426,1.8036731,-4.6838656,32.3365164,61.7237633,14.2268,1.68719,1.1,17,9,58.41,-21,55,13,24-12-2016
169.7424,-9.68566,243.531,2.1225,0.880457279,-6.0432356,1.800987462,-4.6160749,32.4593658,61.8614721,14.1165,1.70136,1.1,17,14,50.62,-21,59,21,25-12-2016
170.4593,-8.37216,244.7341,2.1761,0.876969029,-6.0356345,1.798341462,-4.5466003,32.5825972,61.9994516,14.0021,1.715,1.1,17,19,44.22,-22,2,57.7,26-12-2016
171.165,-7.0389,245.9468,2.2292,0.873485963,-6.0252787,1.795736074,-4.4754326,32.7061589,62.1376078,13.8835,1.72811,1.1,17,24,39.16,-22,6,2.7,27-12-2016
171.8586,-5.68656,247.1694,2.2816,0.870009688,-6.0121074,1.793172281,-4.4025597,32.8299971,62.2758494,13.7608,1.74068,1.1,17,29,35.4,-22,8,35.5,28-12-2016
172.5395,-4.31585,248.4018,2.3335,0.866541849,-5.9960601,1.790651072,-4.3279645,32.9540557,62.414089,13.634,1.75271,1.1,17,34,32.92,-22,10,35.6,29-12-2016
173.2068,-2.92754,249.6442,2.3847,0.863084125,-5.9770764,1.788173447,-4.2516249,33.0782765,62.5522474,13.5029,1.76418,1.1,17,39,31.66,-22,12,2.5,30-12-2016
173.8601,-1.52246,250.8967,2.4351,0.859638228,-5.9550963,1.785740421,-4.1735152,33.2025989,62.6902567,13.3677,1.77508,1.1,17,44,31.59,-22,12,56,31-12-2016
174.4986,-0.10145,252.1593,2.4848,0.856205866,-5.9300602,1.783352997,-4.0936075,33.3269613,62.8280644,13.2283,1.78542,1.1,17,49,32.65,-22,13,15.6,01-01-2017
175.1218,1.334508,253.4322,2.5336,0.852788901,-5.9019101,1.781012276,-4.0118786,33.4512956,62.9656298,13.0848,1.79518,1.1,17,54,34.8,-22,13,0.9,02-01-2017
175.7292,2.784477,254.7153,2.5816,0.849389109,-5.8705878,1.778719288,-3.9283079,33.5755357,63.1029345,12.937,1.80436,1.1,17,59,37.99,-22,12,11.5,03-01-2017
176.3205,4.247441,256.0089,2.6287,0.846008338,-5.8360367,1.7764751,-3.842885,33.6996113,63.2399765,12.7851,1.81294,1.1,18,4,42.18,-22,10,47.2,04-01-2017
176.8954,5.722347,257.3129,2.6747,0.842648469,-5.7982015,1.774280782,-3.755613,33.8234501,63.376772,12.629,1.82093,1.1,18,9,47.31,-22,8,47.6,05-01-2017
177.4535,7.208108,258.6274,2.7198,0.839311414,-5.7570281,1.772137397,-3.6665134,33.946977,63.5133555,12.4687,1.82831,1.1,18,14,53.33,-22,6,12.5,06-01-2017
177.9948,8.7036,259.9525,2.7637,0.835999116,-5.7124643,1.770045988,-3.5756336,34.0701147,63.6497772,12.3043,1.83509,1.1,18,20,0.21,-22,3,1.6,07-01-2017
178.519,10.20767,261.2881,2.8066,0.832713549,-5.6644599,1.768007561,-3.4830549,34.1927833,63.7860982,12.1358,1.84124,1.1,18,25,7.87,-21,59,14.6,08-01-2017
179.0263,11.71913,262.6344,2.8482,0.829456714,-5.6129667,1.766023064,-3.388901,34.3149006,63.9223796,11.9631,1.84678,1.1,18,30,16.29,-21,54,51.5,09-01-2017
179.5164,13.23676,263.9914,2.8885,0.826230638,-5.5579389,1.76409336,-3.2933416,34.4363819,64.0586655,11.7864,1.85169,1.1,18,35,25.4,-21,49,52,10-01-2017
179.9893,14.75932,265.359,2.9275,0.823037375,-5.4993334,1.762219201,-3.1965885,34.55714,64.1949621,11.6057,1.85598,1.1,18,40,35.15,-21,44,16.1,11-01-2017
180.4447,16.28554,266.7373,2.9652,0.819879005,-5.4371101,1.760401209,-3.0988802,34.6770856,64.331219,11.4209,1.85963,1.1,18,45,45.48,-21,38,3.5,12-01-2017
180.8823,17.8141,268.1263,3.0014,0.816757627,-5.371232,1.758639865,-3.000459,34.7961271,64.4673197,11.2322,1.86265,1.1,18,50,56.35,-21,31,14.4,13-01-2017
181.3015,19.3437,269.526,3.0361,0.813675361,-5.3016655,1.756935515,-2.9015464,34.9141704,64.6030863,11.0397,1.86504,1.1,18,56,7.7,-21,23,48.5,14-01-2017
181.7017,20.87297,270.9363,3.0692,0.810634347,-5.2283809,1.755288388,-2.8023257,35.0311195,64.7382959,10.8433,1.86679,1.1,19,1,19.48,-21,15,46,15-01-2017
182.0825,22.40055,272.3573,3.1007,0.80763674,-5.1513525,1.75369862,-2.7029368,35.1468763,64.8727027,10.6431,1.86791,1.1,19,6,31.63,-21,7,6.7,16-01-2017
182.4433,23.92506,273.7889,3.1305,0.804684709,-5.0705588,1.752166276,-2.60348,35.2613406,65.0060571,10.4391,1.86838,1.1,19,11,44.09,-20,57,50.9,17-01-2017
182.7836,25.44509,275.231,3.1585,0.801780432,-4.9859833,1.750691375,-2.5040271,35.3744105,65.1381182,10.2316,1.86822,1.1,19,16,56.83,-20,47,58.4,18-01-2017
183.103,26.95925,276.6836,3.1848,0.798926099,-4.8976139,1.749273897,-2.4046321,35.4859824,65.2686595,10.0204,1.86742,1.1,19,22,9.77,-20,37,29.6,19-01-2017
183.4013,28.46609,278.1465,3.2091,0.796123901,-4.8054442,1.747913797,-2.3053407,35.5959508,65.3974678,9.8056,1.86598,1.1,19,27,22.88,-20,26,24.4,20-01-2017
183.6782,29.9642,279.6198,3.2316,0.793376036,-4.709473,1.746611001,-2.2061956,35.7042093,65.5243402,9.5874,1.86389,1.1,19,32,36.09,-20,14,43.2,21-01-2017
183.9335,31.45214,281.1033,3.252,0.790684696,-4.6097052,1.745365414,-2.1072391,35.8106498,65.6490796,9.3658,1.86117,1.1,19,37,49.35,-20,2,26.2,22-01-2017
184.1672,32.92848,282.5968,3.2703,0.788052072,-4.5061514,1.744176913,-2.0085122,35.9151634,65.7714905,9.1409,1.85781,1.1,19,43,2.62,-19,49,33.6,23-01-2017
184.3791,34.39178,284.1003,3.2866,0.785480347,-4.3988288,1.743045356,-1.9100529,36.0176402,65.891376,8.9127,1.8538,1.1,19,48,15.83,-19,36,5.7,24-01-2017
184.5691,35.84063,285.6136,3.3006,0.782971689,-4.2877612,1.741970578,-1.8118919,36.1179699,66.0085372,8.6813,1.84916,1.1,19,53,28.94,-19,22,2.8,25-01-2017
184.7373,37.2736,287.1366,3.3125,0.780528253,-4.1729793,1.740952402,-1.7140483,36.2160415,66.1227741,8.4469,1.84388,1.1,19,58,41.9,-19,7,25.4,26-01-2017
184.8836,38.68929,288.669,3.322,0.778152175,-4.0545207,1.739990641,-1.6165263,36.311744,66.2338896,8.2094,1.83796,1.1,20,3,54.65,-18,52,13.8,27-01-2017
